"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"18 sept. 2025 23:11:26 UTC","25543953872","Commande","404-6678803-1503541","360176","Nemesis Sabot de Roue, Griffe de Pneu, Sabot antidémarrage","1","amazon.fr","Vendeur","Joue Les Tours","","37300","","199,98","0","0","0","0","0","0","0","0","-25,41","0","-0,51","0","174,06"
"18 sept. 2025 23:36:13 UTC","25543953872","Commande","405-5457035-1133142","610686V02","Housse de pare-brise pour Fiat Ducato X290, blanc, gris, camping-car, protection UV (gris)","1","amazon.fr","Vendeur","chadurie","","16250","","71,85","0","0","0","0","0","0","0","0","-11,45","0","-0,23","0","60,17"
"19 sept. 2025 07:49:12 UTC","25543953872","Commande","406-3027304-9602750","610693CT","Campout Kit de Tapis isolants pour Renault Master à partir de 1998-04-2010 - Film Anti-Regards pour vitres - Film Isolant pour vitres - matériau 7 C","1","amazon.fr","Vendeur","Montlhery","","91310","","64,97","0","0","0","0","0","0","0","0","-10,70","0","-0,21","0","54,06"
"19 sept. 2025 16:30:15 UTC","25543953872","Commande","406-8804232-7027552","610277CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 7.5 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - No","1","amazon.fr","Vendeur","La Genevraye","","77690","","124,41","0","0","0","0","0","0","0","0","-17,18","0","-0,33","0","106,90"
"19 sept. 2025 22:06:37 UTC","25543953872","Commande","404-8658930-3675562","610277CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 7.5 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - No","1","amazon.fr","Vendeur","Brunoy","","91800","","124,41","0","0","0","0","0","0","0","0","-17,19","0","-0,34","0","106,88"
"19 sept. 2025 22:34:45 UTC","25543953872","Commande","405-0126027-9405965","610682","Couverture de pare-brise avant de 06 à 2006 - Pour Fiat Ducato et camping-car XL","1","amazon.fr","Vendeur","alzonne","","11170","","52,56","0","0","0","0","0","0","0","0","-9,36","0","-0,19","0","43,01"
"19 sept. 2025 22:35:08 UTC","25543953872","Commande","171-4821832-6750764","610682","Couverture de pare-brise avant de 06 à 2006 - Pour Fiat Ducato et camping-car XL","1","amazon.fr","Vendeur","L AIGUILLON SUR VIE","","85220","","52,56","0","0","0","0","0","0","0","0","-9,36","0","-0,19","0","43,01"
"20 sept. 2025 20:24:50 UTC","25543953872","Commande","406-1269575-8319543","740024CR","Remorque 245-304 cm - Chariot de kayak - Canoë - Bateau pneumatique - Remorque manuelle","1","amazon.fr","Vendeur","Villefranche De Panat","","12430","","142,06","0","0","0","0","0","0","0","0","-25,79","0","-0,53","0","115,74"
"20 sept. 2025 22:53:01 UTC","25543953872","Commande","406-7491533-2609155","361515","ProPlus Vérin stabilisateur - Support pivotant - Support relevable - Pied d'appui - Support pour Caravane - Capacité de Charge 1000 kg - 605 x 280 m","1","amazon.fr","Vendeur","Manosque","","04100","","64,46","0","0","0","0","0","0","0","0","-10,64","0","-0,21","0","53,61"
"20 sept. 2025 23:48:10 UTC","25543953872","Commande","406-7042191-0537934","610277CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 7.5 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - No","1","amazon.fr","Vendeur","Le Bouchage","","38510","","124,41","0","0","0","0","0","0","0","0","-17,19","0","-0,34","0","106,88"
