"Einschließlich Transaktionen zu Amazon Marketplace, Versand durch Amazon und Amazon Webstore"
"Alle Beträge in Euro sofern nicht anders gekennzeichnet"
"Definitionen:"
"Eingezogene Umsatzsteuer: Einschließlich von Käufern eingezogene Umsatzsteuer für Produktverkäufe, Versand und Geschenkverpackung."
"Verkaufsgebühren: Beinhaltet variable Abschlussgebühren und Werbekostenerstattungen."
"Andere Transaktionsgebühren: Einschließlich Ausgleichsbuchungen für Versand und Versandgebühren."
"Andere: Enthält Beträge zu Transaktionen, die nicht auf eine Bestellung bezogen sind. Weitere Details finden Sie zu jeder Bestellung in den Spalten ""Typ"" und ""Beschreibung""."
"Datum/Uhrzeit","Abrechnungsnummer","Typ","Bestellnummer","SKU","Beschreibung","Menge","Marketplace","Versand","Ort der Bestellung","Bundesland","Postleitzahl","Steuererhebungsmodell","Umsätze","Produktumsatzsteuer","Gutschrift für Versandkosten","Steuer auf Versandgutschrift","Gutschrift für Geschenkverpackung","Steuer auf Geschenkverpackungsgutschriften","Rabatte aus Werbeaktionen","Steuer auf Aktionsrabatte","Einbehaltene Steuer auf Marketplace","Verkaufsgebühren","Gebühren zu Versand durch Amazon","Andere Transaktionsgebühren","Andere","Gesamt"
"02.06.2025 04:30:11 UTC","24108759192","Servicegebühr","","","Werbekosten","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-429,29","-90,15","-519,44"
"02.06.2025 11:46:41 UTC","24108759192","Bestellung","305-6970193-4379549","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Passau","","94036","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"03.06.2025 21:30:52 UTC","24108759192","Bestellung","304-7666937-7164316","610693CT","Campout Thermomatten Set für Renault Master ab 1998-04-2010 - Fensterfolie - Isolierende Fensterfolie - Fensterisolierfolie - Für Front- und Seitenf","1","amazon.de","Verkäufer","Saarbrücken","Saarland","66117","","58,06","0","0","0","0","0","0","0","0","-9,96","0","0","0","48,10"
"03.06.2025 23:52:26 UTC","24108759192","Bestellung","306-2314050-7033152","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Beverstedt","","27616","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"04.06.2025 07:48:11 UTC","24108759192","Bestellung","302-5065891-5474745","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Siegburg","","53721","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"04.06.2025 13:23:53 UTC","24108759192","Bestellung","305-1208729-7611501","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Stendal","","39576","","159,00","0","0","0","0","0","0","0","0","-28,85","0","0","0","130,15"
"04.06.2025 18:49:49 UTC","24108759192","Bestellung","304-8203851-4472364","360853V07CT","Campout Campingtisch 100 x 72 x 70 cm - Klappbarer Gartentisch - Klapptisch - 3-Fach Höhenverstellbar - Griff inklusive - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Neumünster","","24536","","139,00","0","0","0","0","0","0","0","0","-25,23","0","0","0","113,77"
"05.06.2025 00:19:41 UTC","24108759192","Bestellung","302-2915274-0145967","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Kranenburg","","47559","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"06.06.2025 13:48:54 UTC","24108759192","Bestellung","305-0771237-7664333","360853V04CT","Campout Campingtisch - 120 x 70 x 70 cm - Klappbarer Gartentisch - Campingtisch - Klapptisch - 6 Personen - 3-Fach Höhenverstellbar - Inklusive Griff","1","amazon.de","Verkäufer","Herzebrock-Clarholz","","33442","","149,00","0","0","0","0","0","0","0","0","-27,05","0","0","0","121,95"
"06.06.2025 21:03:33 UTC","24108759192","Bestellung","302-7672333-3333152","360853V04CT","Campout Campingtisch - 120 x 70 x 70 cm - Klappbarer Gartentisch - Campingtisch - Klapptisch - 6 Personen - 3-Fach Höhenverstellbar - Inklusive Griff","1","amazon.de","Verkäufer","Rostock","","18055","","149,00","0","0","0","0","0","0","0","0","-27,04","0","0","0","121,96"
