"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"26 Sept 2025 11:50:01 UTC","25572341482","Order","026-8336168-5919558","REV01055","Revell Advent Calendar 007 James Bond Aston Martin DB5 (easy-click) I 007 James Bond Advent Calendar I Aston Martin DB5 I Assemble in 24 Days I No Glu","1","amazon.co.uk","Seller","WEDNESBURY","West Midlands","WS10 7","MarketplaceFacilitator","42.19","8.44","0","0","0","0","0","0","-8.44","-9.19","0","-0.19","0","32.81"
"26 Sept 2025 13:25:52 UTC","25572341482","Order","206-3856498-7912321","TRU00953","Trumpeter 750953-1/16 Sd.Kfz. 165 Hummel, Late Version - Scale 1:16","1","amazon.co.uk","Seller","Wolverhampton","West Midlands","WV13 3","","209.00","0","0","0","0","0","0","0","0","-37.93","0","-0.76","0","170.31"
"26 Sept 2025 13:55:39 UTC","25572341482","Order","203-3738457-8837952","REV05435","Revell Easy-Click 05435 Ghost Ship With Night Colour 1:150 Scale Unbuilt/Pre-coloured/Click-Together (Non-Glue) Plastic Model Kit","1","amazon.co.uk","Seller","DUMFRIES","","DG1 4","MarketplaceFacilitator","27.16","5.43","0","0","0","0","0","0","-5.43","-5.92","0","-0.13","0","21.11"
"26 Sept 2025 14:39:41 UTC","25572341482","Order","204-7513007-3373905","TJ-L4SK-P8N5","FRANZIS 67245 Oracle Red Bull Racing Advent Calendar 2025 Model Kit 1:43 Scale Includes Sound Module and 52 Page Accompaniment Book","1","amazon.co.uk","Seller","London","","SW152","MarketplaceFacilitator","60.14","4.81","0","0","0","0","0","0","-4.81","-11.78","0","-0.22","0","48.14"
"26 Sept 2025 21:58:20 UTC","25572341482","Order","204-4095462-0216366","TAK2199","TAKOM TAK2199 Tiger I Late Production/Commander with Zimmerit Sd.Kfz.181 Pz.Kpfw.VI Scale 1:35 Model Building Plastic Kit","1","amazon.co.uk","Seller","LINLITHGOW","","EH49 6","MarketplaceFacilitator","52.35","10.47","0","0","0","0","0","0","-10.47","-11.39","0","-0.22","0","40.74"
"26 Sept 2025 22:05:31 UTC","25572341482","Order","202-3761116-2178747","REV05690","Revell Gift Set 05690 Harrier GR.1 50th Anniversary 1:32 Scale Unbuilt Plastic Model Kit with Contacta Professional Glue, Paintbrush & Selected Aqua C","1","amazon.co.uk","Seller","selby","north yorkshire","YO8 9","MarketplaceFacilitator","27.97","5.60","0","0","0","0","0","0","-5.60","-6.10","0","-0.13","0","21.74"
"26 Sept 2025 22:14:00 UTC","25572341482","Order","202-1930147-9642714","REV03862","Revell 03862 Boeing 767-300ER ""British Airways"" 1:144 Scale Unbuilt/Unpainted Plastic Model Kit","1","amazon.co.uk","Seller","BOLTON","","BL1 6","MarketplaceFacilitator","20.77","4.16","0","0","0","0","0","0","-4.16","-4.53","0","-0.09","0","16.15"
"26 Sept 2025 22:47:29 UTC","25572341482","Order","026-4836308-5027507","CAR20062548","Carrera Go!!! Max Performance | Formula 1 Race Track Set | Max Verstappen vs Louis Hamilton | 2 Slot Cars Including 2 Hand Regulators with Turbo Butto","1","amazon.co.uk","Seller","SHENLEY CHURCH END","","MK5 6","MarketplaceFacilitator","58.58","11.72","0","0","0","0","0","0","-11.72","-12.77","0","-0.26","0","45.55"
"26 Sept 2025 23:36:08 UTC","25572341482","Order","205-1459893-2526735","REV03853","Revell 03853 Tornado GR.4 Farewell 1:48 Scale Unbuilt/Unpainted Plastic Model Kit","2","amazon.co.uk","Seller","ROSSENDALE","","BB4 6","MarketplaceFacilitator","81.66","16.34","0","0","0","0","0","0","-16.34","-17.78","0","-0.35","0","63.53"
"26 Sept 2025 23:42:18 UTC","25572341482","Order","206-9576700-1669105","AO05806","Aoshima Pagani Huayra '12 2012 1/24 Scale Model Kit","1","amazon.co.uk","Seller","CARDIFF","","CF5 3","MarketplaceFacilitator","48.66","9.73","0","0","0","0","0","0","-9.73","-10.59","0","-0.21","0","37.86"
"27 Sept 2025 13:53:06 UTC","25572341482","Order","203-8400149-0191520","REV07651","Revell 07651 London Bus 1:24 Scale Unbuilt/Unpainted Plastic Model Kit","1","amazon.co.uk","Seller","ISLE OF SKYE","","IV49 9","MarketplaceFacilitator","50.83","10.17","0","0","0","0","0","0","-10.17","-11.08","0","-0.22","0","39.53"
