"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"2 Sept 2025 22:22:51 UTC","25378918122","Adjustment","206-6066384-3518745","WKTTB809URD","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","40.81","40.81"
"2 Sept 2025 22:55:05 UTC","25378918122","Order","204-8726296-5905930","WKWKH148UWH","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Cream","1","amazon.co.uk","Amazon","BATHFORD","","BA1 7","MarketplaceFacilitator","46.62","9.33","1.66","0.33","0","0","-1.66","-0.33","-9.33","-10.15","-5.72","-0.30","0","30.45"
"3 Sept 2025 10:29:29 UTC","25378918122","Order","203-8325062-9985953","WCFP2009026MBB","Westinghouse 7pc Pancake Pan Non Stick - 26cm Egg Frying Pan - PFOA Free - Suitable for Induction & All Stoves - Cold Touch Silicone Handle - Black Ma","1","amazon.co.uk","Seller","LONDON","","W11 3","MarketplaceFacilitator","28.29","5.66","79.17","15.83","0","0","0","0","-21.49","-23.41","0","-0.48","0","83.57"
"3 Sept 2025 12:44:30 UTC","25378918122","FBA Inventory Fee","2hyUsG3Wgp","","FBA Disposal Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-4.36","-4.36"
"3 Sept 2025 20:35:14 UTC","25378918122","Refund","204-2985757-6703556","WKTTB857UWH","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","BATHFORD","","BA1 7","MarketplaceFacilitator","-46.62","-9.33","0","0","0","0","0","0","9.33","8.12","0","0.21","0","-38.29"
"3 Sept 2025 20:42:24 UTC","25378918122","Order","204-2985757-6703556","WKTTB857UWH","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","BATHFORD","","BA1 7","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-6.28","-0.33","0","29.86"
"3 Sept 2025 21:26:21 UTC","25378918122","Refund","205-9783924-7686742","WKWKH148UBK","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Black","1","amazon.co.uk","Amazon","Finglas East","Dublin","","MarketplaceFacilitator","-46.62","-10.72","0","0","0","0","0","0","10.72","8.12","0","0.20","0","-38.30"
"3 Sept 2025 21:43:46 UTC","25378918122","Order","205-0169487-3629946","WKWKH148UWH","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Cream","1","amazon.co.uk","Amazon","DERBY","","DE21 4","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.16","-5.72","-0.32","0","30.42"
"3 Sept 2025 23:06:48 UTC","25378918122","Order","206-9859570-6917168","WKWKH148UBK","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Black","1","amazon.co.uk","Amazon","RAMSGATE","Kent","CT11 0","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-5.54","-0.31","0","30.62"
"4 Sept 2025 17:10:19 UTC","25378918122","Order","026-3402271-0537945","WKTTB857UBK","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","LONDON","","SW16 2","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-6.28","-0.33","0","29.86"
"4 Sept 2025 17:10:19 UTC","25378918122","Order","026-3402271-0537945","WKWKH148UBK","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Black","1","amazon.co.uk","Amazon","LONDON","","SW16 2","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-5.54","-0.30","0","30.63"
"4 Sept 2025 22:50:08 UTC","25378918122","Order","206-6403082-9157162","WKHBS270URD","Westinghouse Retro Hand Blender - 600W Handheld Stick Blender for Kitchen - Stainless Steel Electric Soup Blender - Food Mixer with Various Speeds and","1","amazon.co.uk","Amazon","LONDON","","SW19 2","","28.29","5.66","4.16","0.83","0","0","0","0","0","-6.16","-8.98","0","0","23.80"
"5 Sept 2025 00:02:40 UTC","25378918122","Order","203-7490445-6761948","WKTTB857UBK","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","LEAMINGTON SPA","","CV31 1","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-6.28","-0.33","0","29.86"
"5 Sept 2025 19:20:16 UTC","25378918122","Order","205-6548164-5873127","WKHM250UWH","Westinghouse Retro Hand Mixer for Baking - 350W Handheld Electric Whisk - Includes 2 Egg Beaters and 2 Dough Hooks - Powerful Food Mixer for Kitchen U","1","amazon.co.uk","Amazon","WIRRAL","","CH61 1","MarketplaceFacilitator","39.96","7.99","0","0","0","0","0","0","-7.99","-8.70","-5.73","-0.28","0","25.25"
"6 Sept 2025 12:50:30 UTC","25378918122","Refund","026-3402271-0537945","WKWKH148UBK","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Black","1","amazon.co.uk","Amazon","LONDON","","SW16 2","MarketplaceFacilitator","-46.62","-9.33","0","0","0","0","0","0","9.33","8.12","0","0.20","0","-38.30"
"6 Sept 2025 18:32:04 UTC","25378918122","Order","204-1440965-6240362","WKHBS270URD","Westinghouse Retro Hand Blender - 600W Handheld Stick Blender for Kitchen - Stainless Steel Electric Soup Blender - Food Mixer with Various Speeds and","1","amazon.co.uk","Amazon","BEITH","","KA15 2","MarketplaceFacilitator","28.29","5.66","0","0","0","0","0","0","-5.66","-6.16","-3.95","-0.21","0","17.97"
"6 Sept 2025 21:24:59 UTC","25378918122","Order","204-1440965-6240362","WKWKH148URD","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Red Kettle","1","amazon.co.uk","Amazon","BEITH","","KA15 2","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-5.54","-0.30","0","30.63"
"6 Sept 2025 22:47:42 UTC","25378918122","Order","026-1175602-6324324","WKTTB857UWH","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","BATHFORD","","BA1 7","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.16","-6.28","-0.33","0","29.85"
"7 Sept 2025 05:26:22 UTC","25378918122","Adjustment","026-4379513-5604352","WKWKH148UBK","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","30.93","30.93"
"7 Sept 2025 08:46:51 UTC","25378918122","FBA Inventory Fee","","","FBA storage fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-191.83","-191.83"
"7 Sept 2025 16:48:20 UTC","25378918122","Adjustment","","WKTTB809URD","FBA Inventory Reimbursement - General Adjustment","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-40.81","-40.81"
"7 Sept 2025 20:25:55 UTC","25378918122","Order","026-7708738-8897939","WKWKH148UWH","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Cream","1","amazon.co.uk","Amazon","OTTERY ST. MARY","","EX11 1","MarketplaceFacilitator","46.62","9.33","1.66","0.33","0","0","-1.66","-0.33","-9.33","-10.15","-5.73","-0.31","0","30.43"
"7 Sept 2025 21:35:27 UTC","25378918122","Order","204-6984577-1341913","WKTTB857UWH","Westinghouse Retro 2-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","kettering","northants","NN16 8","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.15","-6.28","-0.32","0","29.87"
"7 Sept 2025 22:54:11 UTC","25378918122","Order","204-1440965-6240362","amzn.gr.WKTTB809URD-zErRxfqaw3KVQeO7--LN","Westinghouse Retro 4-Slice Toaster - Six Adjustable Browning Levels - with Self Centering Function & Crumb Tray - Including Warm Rack for Bread, Bagel","1","amazon.co.uk","Amazon","BEITH","","KA15 2","MarketplaceFacilitator","60.79","12.16","0","0","0","0","0","0","-12.16","-13.24","-7.39","-0.41","0","39.75"
"7 Sept 2025 22:55:17 UTC","25378918122","Order","204-9752500-1981131","WKWKH148UBK","Westinghouse Retro Kettle - 1.7 Liter Electric Kettle - Fast Boil - Water Boiler For Hot Drinks - Quiet Boil & Detachable Filter - 2200W Kettle (Black","1","amazon.co.uk","Amazon","STAFFORD","Staffordshire","ST19 9","MarketplaceFacilitator","46.62","9.33","0","0","0","0","0","0","-9.33","-10.16","-5.54","-0.32","0","30.60"
