"Omvat transacties van Amazon Marketplace, Fulfillment by Amazon (FBA) en Amazon Webstore"
"Alle bedragen in EUR, tenzij anders vermeld"
"Definities:"
"Geïnde omzetbelasting: Inclusief omzetbelasting geïnd door kopers voor de verkoop van producten, verzending en cadeauverpakking."
"Verkoopkosten: Inclusief variabele afsluitkosten en verwijzingsvergoedingen."
"Overige transactiekosten: Inclusief terugvorderingen van verzendkosten, holdbackkosten voor verzending, kosten per item en inningskosten voor omzetbelasting."
"Overig: Inclusief transactiebedragen die niet aan bestellingen zijn gerelateerd. Raadpleeg voor meer informatie de kolommen 'Type' en 'Beschrijving' van ieder bestelnummer."
"datum/tijd","schikkings-ID","type","bestelnummer","sku","beschrijving","aantal","marketplace","fulfillment","bestelling stad","status bestelling","bestelling per post","verkoop van producten","Verzendtegoeden","kredietpunten cadeauverpakking","promotiekortingen","geïnde omzetbelasting","Belasting voor marketplace-facilitator","verkoopkosten","fba-vergoedingen","overige transactiekosten","overige","totaal"
"16 sep 2025 23:48:22 UTC","25513120172","Bestelling","402-2164289-5396354","ZVZ6272","Zvezda - German Volkssturm (9/20) * - ZVE6272","1","amazon.nl","Verkoper","HAARLEM","","2024","15,05","0","0","0","0","0","-2,73","0","0","0","12,32"
"17 sep 2025 00:03:37 UTC","25513120172","Bestelling","405-4827021-4041961","VAL70863-XS","Vallejo, Model Color, acrylverf, 17 ml Metallic Gunmetal Grey","1","amazon.nl","Verkoper","OOSTERHOUT NB","","4904","12,93","0","0","0","0","0","-2,34","0","0","0","10,59"
"17 sep 2025 20:27:13 UTC","25513120172","Bestelling","408-1678742-7985126","TAM87182","Tamiya Extra Thin ""Quick Setting"" Plastikkleber 87182 40ml","1","amazon.nl","Verkoper","Herkenbosch","","6075","15,25","0","0","0","0","0","-2,77","0","0","0","12,48"
"17 sep 2025 20:35:29 UTC","25513120172","Bestelling","404-5265700-7922723","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","BERGEN OP ZOOM","Brabant","4617","14,95","0","0","0","0","0","-2,71","0","0","0","12,24"
"17 sep 2025 20:45:02 UTC","25513120172","Bestelling","404-6915169-9687504","AO05796","Aoshima Bunka Kyozai 1/24 Het model Car Series No.120 Land Rover LH36D Range Rover Classic 1992 modelauto","1","amazon.nl","Verkoper","ARNHEM","","6826","51,95","0","0","0","0","0","-9,42","0","0","0","42,53"
"17 sep 2025 20:58:37 UTC","25513120172","Bestelling","406-7983602-6590732","VAL28012","Vallejo Hobby Paint Spray Primer Premium Black (400ml)","2","amazon.nl","Verkoper","Nieuw-Vennep","The Netherlands","2153","39,30","0","0","0","0","0","-7,14","0","0","0","32,16"
"17 sep 2025 21:01:45 UTC","25513120172","Bestelling","403-5800801-2485138","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","LISSE","","2161","14,95","0","0","0","0","0","-2,72","0","0","0","12,23"
"17 sep 2025 21:01:45 UTC","25513120172","Bestelling","403-5800801-2485138","REV39607-XS","39607 - Revell - Plasto plamuur, 25 ml","1","amazon.nl","Verkoper","LISSE","","2161","11,95","0","0","0","0","0","-2,17","0","0","0","9,78"
"17 sep 2025 21:21:52 UTC","25513120172","Terugbetaling","408-6000365-5087559","CAR370600070","Carrera 370600070 Snellaadset, 5 V, 1 A, USB-lader, GS+, USB-kabel voor LifePo4-batterij van 3,2 V","1","amazon.nl","Verkoper","ARNHEM","Gelderland","6842","-12,99","0","0","0","0","0","1,89","0","0","0","-11,10"
"17 sep 2025 21:36:28 UTC","25513120172","Bestelling","405-8197656-3718755","REV32342-XS","Revell 32342 32342-Base kleurset 2, 6x emailverf, beige, 44 x 34 x 3 cm","1","amazon.nl","Verkoper","Herpen","Noord-Brabant","5373","21,95","0","0","0","0","0","-3,98","0","0","0","17,97"
"17 sep 2025 22:56:32 UTC","25513120172","Bestelling","402-6781845-5101138","VAL62061-XS","Vallejo Premium kleur, 60 ml White Primer","1","amazon.nl","Verkoper","ELST GLD","","6661","16,75","0","0","0","0","0","-3,04","0","0","0","13,71"
"17 sep 2025 22:57:27 UTC","25513120172","Bestelling","406-9740040-0129964","VAL74602","Vallejo Surface Primer Black 200ml","1","amazon.nl","Verkoper","LEEUWARDEN","Friesland","8912","17,60","0","0","0","0","0","-2,77","0","0","0","14,83"
"18 sep 2025 13:11:35 UTC","25513120172","Bestelling","404-5354223-1789163","DW16007","Das Werk 16007 1/16 Duitse Tank Commander Model Kit","1","amazon.nl","Verkoper","Amsterdam","","1035","24,09","0","0","0","5,06","0","-5,29","0","0","0","23,86"
"18 sep 2025 13:11:35 UTC","25513120172","Bestelling","404-5354223-1789163","TRUILO61619","Hobby Boss 361619 modelbouwset, meerkleurig","1","amazon.nl","Verkoper","Amsterdam","","1035","107,44","0","0","0","22,56","0","-23,60","0","0","0","106,40"
"18 sep 2025 21:59:54 UTC","25513120172","Bestelling","403-1597120-3724367","JAM404950","JAMARA 404950 - heavy duty kraan Mercedes Arocs 1:20 2,4G - draaibare en uitschuifbare kraan, touw optillen/verlagen, realistisch motorgeluid, claxon,","1","amazon.nl","Verkoper","Apeldoorn","","7316","69,21","0","0","0","0","0","-12,56","0","0","0","56,65"
"18 sep 2025 22:06:29 UTC","25513120172","Bestelling","402-5032950-6815560","ACA15145","Academy 120116 495145 1/24 Porter II koffer","1","amazon.nl","Verkoper","Hoogezand","Groningen","9602","37,48","0","0","0","7,87","0","-8,22","0","0","0","37,13"
"19 sep 2025 00:02:05 UTC","25513120172","Bestelling","405-8742015-6497147","VAL28011","Vallejo - Voorlakspray 400 ml grijs (verpakking kan afwijken)","2","amazon.nl","Verkoper","meppel","Netherlands","7944","32,48","0","0","0","6,82","0","-6,17","0","0","0","33,13"
"19 sep 2025 00:13:58 UTC","25513120172","Bestelling","404-9938851-3854717","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","Borculo","","7271","14,95","0","0","0","0","0","-2,71","0","0","0","12,24"
"19 sep 2025 18:09:55 UTC","25513120172","Bestelling","403-7020409-1960301","VAL70260-XS","AV Vallejo Model Kleur Set - Wargames Basics (8)","1","amazon.nl","Verkoper","Veldhoven","Noord Brabant","5507","24,08","0","0","0","5,06","0","-5,28","0","0","0","23,86"
"19 sep 2025 20:29:21 UTC","25513120172","Bestelling","405-3793951-5737934","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","NISPEN","","4709","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"19 sep 2025 21:09:05 UTC","25513120172","Bestelling","405-8869740-8485108","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","Oss","Nederland","5348","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"19 sep 2025 21:13:39 UTC","25513120172","Bestelling","402-7370598-4713115","TAM87051-XS","TAMIYA - 87051 - EPOXY SNEL MASTIC","1","amazon.nl","Verkoper","SINT ODILIENBERG","","6077","13,61","0","0","0","2,86","0","-2,99","0","0","0","13,48"
"19 sep 2025 22:04:21 UTC","25513120172","Bestelling","403-0221165-9777135","TMT09808","Trumpeter TRU09808 Vitrines - 316mm x 276mm x 136mm, zwarte voet en helder transparante cover","2","amazon.nl","Verkoper","MONTFOORT","","3417","54,46","0","0","0","11,44","0","-11,96","0","0","0","53,94"
"19 sep 2025 22:12:36 UTC","25513120172","Bestelling","402-8068812-1787528","TAM87182","Tamiya Extra Thin ""Quick Setting"" Plastikkleber 87182 40ml","1","amazon.nl","Verkoper","AMSTERDAM","","1043","12,60","0","0","0","2,65","0","-2,78","0","0","0","12,47"
"19 sep 2025 23:25:16 UTC","25513120172","Bestelling","403-5244036-7602723","AF17002","Airfix A17002 Supermarine Spitfire Mk.VIII Militaire Vliegtuigen Plastic Model Kit","1","amazon.nl","Verkoper","Zevenaar","gelderland","6901","82,36","0","0","0","17,29","0","-18,09","0","0","0","81,56"
"20 sep 2025 12:27:53 UTC","25513120172","Bestelling","404-2972709-7991538","TAM87182","Tamiya Extra Thin ""Quick Setting"" Plastikkleber 87182 40ml","1","amazon.nl","Verkoper","MAASTRICHT","","6211","12,60","0","0","0","2,65","0","-2,77","0","0","0","12,48"
"20 sep 2025 21:38:38 UTC","25513120172","Bestelling","405-4200855-1849104","MIN35585","MiniArt 35585 Accessories voor Buildings modelbouwaccessoires, verschillende","1","amazon.nl","Verkoper","Werkendam","Noord-Brabant","4251","20,81","0","0","0","4,37","0","-4,58","0","0","0","20,60"
"20 sep 2025 22:12:50 UTC","25513120172","Bestelling","404-5031878-5833146","REV04297","Revell 04297 B-17F Memphis Belle (1:48 Scale)","1","amazon.nl","Verkoper","Enschede","overijssel","7521","26,51","0","0","0","5,57","0","-5,82","0","0","0","26,26"
"20 sep 2025 22:14:52 UTC","25513120172","Bestelling","171-5254736-3493150","VAL28531","Vallejo spuitbusvernis mat 400 ml","1","amazon.nl","Verkoper","HILVERSUM","","1223","14,96","0","0","0","3,14","0","-2,84","0","0","0","15,26"
"20 sep 2025 22:15:24 UTC","25513120172","Bestelling","404-1418574-2408304","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","De Meern","","3454","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"20 sep 2025 22:17:34 UTC","25513120172","Bestelling","403-5762769-9764324","REV39609-XS","Revell Contacta Clear # 39609","1","amazon.nl","Verkoper","Leiden","","2332","9,05","0","0","0","1,90","0","-1,98","0","0","0","8,97"
"20 sep 2025 22:39:42 UTC","25513120172","Bestelling","407-0599495-3354764","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","2","amazon.nl","Verkoper","GOUDA","","2807","20,60","0","0","0","4,32","0","-4,53","0","0","0","20,39"
"22 sep 2025 18:51:11 UTC","25513120172","Bestelling","402-0730767-7208327","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","ARNHEM","","6846","49,25","0","0","0","10,34","0","-10,82","0","0","0","48,77"
"22 sep 2025 21:28:46 UTC","25513120172","Bestelling","405-3188370-3189917","UHU0040952-XS","UHU Lijm voor modelbouw (speciaal), 45525","1","amazon.nl","Verkoper","Wormer","Noord Holland","1531","14,09","0","0","0","2,96","0","-2,69","0","0","0","14,36"
"22 sep 2025 23:50:52 UTC","25513120172","Bestelling","404-8334895-5198763","REV39617","Revell Verfverwijderaar","1","amazon.nl","Verkoper","Fleringen","Overijssel","7666","13,12","0","0","0","2,75","0","-2,88","0","0","0","12,99"
"23 sep 2025 00:16:09 UTC","25513120172","Bestelling","403-7730364-6897139","VAL74602","Vallejo Surface Primer Black 200ml","1","amazon.nl","Verkoper","Woubrugge","Zuid-Holland","2481","14,55","0","0","0","3,05","0","-2,77","0","0","0","14,83"
"23 sep 2025 08:43:59 UTC","25513120172","Bestelling","406-5377889-2800364","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","AMSTERDAM","Noord-Holland","1101","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"23 sep 2025 14:40:03 UTC","25513120172","Bestelling","402-2177890-6137124","FR67245-2","FRANZIS 67245 - Oracle Red Bull Racing Adventskalender 2025","1","amazon.nl","Verkoper","hoensbroek","limburg","6431","57,21","0","0","0","12,02","0","-12,56","0","0","0","56,67"
"23 sep 2025 17:50:55 UTC","25513120172","Bestelling","171-2405948-8584359","VAL74602","Vallejo Surface Primer Black 200ml","1","amazon.nl","Verkoper","AMSTERDAM","","1025","14,55","0","0","0","3,05","0","-2,77","0","0","0","14,83"
"23 sep 2025 20:05:59 UTC","25513120172","Bestelling","402-7849547-8619560","REV39074-XS","Revell 39074 Aqua Color, acryl sportwagen, 6-delige set modelbouw- en knutselaccessoires, 6 kleuren","1","amazon.nl","Verkoper","ENSCHEDE","","7521","16,52","0","0","0","3,47","0","-3,63","0","0","0","16,36"
"23 sep 2025 20:31:36 UTC","25513120172","Bestelling","408-8465865-4665900","REV39693-XS","Revell 39693 - weekmakers: Sticker Soft 30 ml","1","amazon.nl","Verkoper","Drachten","","9204","11,36","0","0","0","2,39","0","-2,49","0","0","0","11,26"
"23 sep 2025 20:38:59 UTC","25513120172","Bestelling","408-8661741-9458713","VAL28012","Vallejo Hobby Paint Spray Primer Premium Black (400ml)","1","amazon.nl","Verkoper","LAREN NH","","1251","16,24","0","0","0","3,41","0","-3,57","0","0","0","16,08"
"23 sep 2025 21:03:41 UTC","25513120172","Bestelling","406-8125595-5112340","VAL70793-XD","Vallejo Rich Gold Paint, 35ml","1","amazon.nl","Verkoper","EINDHOVEN","Noord-Brabant","5628","10,92","0","0","0","2,29","0","-2,39","0","0","0","10,82"
"23 sep 2025 21:05:15 UTC","25513120172","Bestelling","405-6764605-9493938","MCRPMA1000-XS","Modelcraft Putty maskeren","1","amazon.nl","Verkoper","BOXTEL","","5281","17,31","0","0","0","3,64","0","-3,30","0","0","0","17,65"
"23 sep 2025 21:13:49 UTC","25513120172","Bestelling","171-8115405-0798706","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","WOERDEN","","3445","50,49","0","0","0","10,60","0","-11,08","0","0","0","50,01"
"23 sep 2025 21:17:06 UTC","25513120172","Bestelling","404-8744644-2067546","REV39617","Revell Verfverwijderaar","1","amazon.nl","Verkoper","Fleringen","Overijssel","7666","13,12","0","0","0","2,75","0","-2,88","0","0","0","12,99"
"23 sep 2025 22:07:08 UTC","25513120172","Bestelling","403-5730209-3665118","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","LEIDSCHENDAM","","2266","52,22","0","0","0","10,97","0","-11,47","0","0","0","51,72"
"23 sep 2025 22:19:56 UTC","25513120172","Bestelling","405-3302275-6635552","VAL28012","Vallejo Hobby Paint Spray Primer Premium Black (400ml)","1","amazon.nl","Verkoper","Diemen","Noord-Holland","1112","16,24","0","0","0","3,41","0","-3,57","0","0","0","16,08"
"23 sep 2025 22:36:27 UTC","25513120172","Bestelling","404-7863560-4151566","VAL75020","Acrylicos Vallejo 075020 boek: Master Scale Modeling, alleen in het Engels modelbouw, zwart","1","amazon.nl","Verkoper","Sellingen","Groningen","9551","45,31","0","0","0","9,51","0","-9,95","0","0","0","44,87"
"23 sep 2025 22:39:11 UTC","25513120172","Bestelling","405-0982940-1614740","REV07674","Revell 07674 VW T1 Camper 1:24 Schaal Ongebouwd/Ongelakt Plastic Model Kit","1","amazon.nl","Verkoper","Zoetermeer","","2715","26,73","0","0","0","5,61","0","-5,87","0","0","0","26,47"
"23 sep 2025 22:45:58 UTC","25513120172","Bestelling","407-5344646-5315567","FR67245-2","FRANZIS 67245 - Oracle Red Bull Racing Adventskalender 2025","1","amazon.nl","Verkoper","Elsloo","Limburg","6181","57,21","0","0","0","12,02","0","-12,56","0","0","0","56,67"
"23 sep 2025 23:44:41 UTC","25513120172","Bestelling","406-7007721-3841139","REV03766","Revell 03766 Battle of Britain 85-jarig jubileum set 1:72 schaal - ongebouwd/onbeschilderd plastic modelbouwpakket","1","amazon.nl","Verkoper","Zaandam","Noord-Holland","1503","39,13","0","0","0","8,22","0","-8,59","0","0","0","38,76"
"24 sep 2025 00:01:07 UTC","25513120172","Bestelling","405-2749756-6012336","ITA7406","Italeri 510007406-1:9 Zündapp KS 750, modelbouw, bouwpakket, staande modelbouw, knutselen, hobby, lijmen, plastic bouwpakket","1","amazon.nl","Verkoper","Gouda","Zuid-Holland","2802","50,37","0","0","0","10,58","0","-11,06","0","0","0","49,89"
"24 sep 2025 00:01:07 UTC","25513120172","Bestelling","405-2749756-6012336","ITA7403","Italeri ITA7403 Model kit, Veelkleurig","1","amazon.nl","Verkoper","Gouda","Zuid-Holland","2802","42,47","0","0","0","8,92","0","-9,33","0","0","0","42,06"
"24 sep 2025 00:04:09 UTC","25513120172","Bestelling","171-4286571-3108304","TAM87182","Tamiya Extra Thin ""Quick Setting"" Plastikkleber 87182 40ml","1","amazon.nl","Verkoper","MIDDELBURG","","4336","12,59","0","0","0","2,64","0","-2,76","0","0","0","12,47"
"24 sep 2025 11:04:34 UTC","25513120172","Bestelling","402-4017560-7295520","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","UTRECHT","","3526","10,30","0","0","0","2,16","0","-2,27","0","0","0","10,19"
"24 sep 2025 11:28:43 UTC","25513120172","Bestelling","407-8258380-4745965","REV05163","Revell GmbH 05163 5163 1:72 Duitse onderzeeër type VII C/41 Platinum (Limited Edition) plastic modelbouwset, meerkleurig, 1/72 RV05163","1","amazon.nl","Verkoper","WIERUM","","9141","57,89","0","0","0","12,16","0","-12,72","0","0","0","57,33"
"24 sep 2025 12:08:53 UTC","25513120172","Bestelling","408-0700515-5438724","REV39609-XS","Revell Contacta Clear # 39609","1","amazon.nl","Verkoper","Zoetermeer","","2715","9,05","0","0","0","1,90","0","-1,98","0","0","0","8,97"
"24 sep 2025 12:08:53 UTC","25513120172","Bestelling","408-0700515-5438724","REV39693-XS","Revell 39693 - weekmakers: Sticker Soft 30 ml","1","amazon.nl","Verkoper","Zoetermeer","","2715","11,36","0","0","0","2,39","0","-2,50","0","0","0","11,25"
"24 sep 2025 13:52:17 UTC","25513120172","Bestelling","402-5293858-4234766","VAL72203-XS","Vallejo Fantasy Paint Set, 12 x 18 ml, met miniatuur","1","amazon.nl","Verkoper","Schiedam","Zuid-Holland","3112","33,95","0","0","0","7,13","0","-7,45","0","0","0","33,63"
"24 sep 2025 20:41:31 UTC","25513120172","Bestelling","407-0106047-4319556","ZVZ7321","Zvezda 530007321 1:72 C-130 H Hercules - modelbouwset, plastic bouwset, bouwpakket voor montage, gedetailleerde replica 7321 meerkleurig","1","amazon.nl","Verkoper","OLDENZAAL","","7576","49,55","0","0","0","10,40","0","-10,88","0","0","0","49,07"
"24 sep 2025 21:49:39 UTC","25513120172","Bestelling","403-3552997-5997139","CAR20063058","PAW Patrol - Race N Rescue","1","amazon.nl","Verkoper","Nieuwegein","Utrecht","3433","43,37","0","0","0","9,11","0","-9,52","0","0","0","42,96"
"24 sep 2025 22:26:33 UTC","25513120172","Bestelling","171-5268004-5037962","VAL74602","Vallejo Surface Primer Black 200ml","1","amazon.nl","Verkoper","RAAMSDONKSVEER","","4942","14,55","0","0","0","3,05","0","-2,77","0","0","0","14,83"
"24 sep 2025 23:50:38 UTC","25513120172","Bestelling","403-3556663-6345112","AFV35356","AFV Club 1/35 YPR-765 PRAT Anti-Tank Voertuig met Twin-Tow Raket Launcher","1","amazon.nl","Verkoper","Breda","the Netherlands","4818","48,97","0","0","0","10,28","0","-10,75","0","0","0","48,50"
"25 sep 2025 06:55:39 UTC","25513120172","Bestelling","402-9540888-9961944","VAL72180","Vallejo Game Color 72180 Foundation Case (80 x 18 ml)","1","amazon.nl","Verkoper","Eygelshoven","Limburg","6471","188,72","0","0","0","39,63","0","-41,45","0","0","0","186,90"
"25 sep 2025 06:55:39 UTC","25513120172","Bestelling","402-9540888-9961944","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","Eygelshoven","Limburg","6471","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"25 sep 2025 14:03:14 UTC","25513120172","Bestelling","402-5730366-0494766","TAM35219","TAMIYA 35219 1:35 US Willys Jeep MB 4x4 (1), modelbouwset, plastic bouwpakket, bouwpakket voor montage, gedetailleerde replica","1","amazon.nl","Verkoper","Almere","Flevoland","1353","23,56","0","0","0","4,95","0","-5,18","0","0","0","23,33"
"25 sep 2025 15:34:34 UTC","25513120172","Bestelling","405-5351327-7487532","REV07676","Revell 07676 VW T2 Camper (Click System) Schaal 1:24 Ongebouwd/Voorgekleurd/Click-Together (Non-Glue) Plastic Model Kit","1","amazon.nl","Verkoper","WADDINXVEEN","","2742","25,06","0","0","0","5,26","0","-5,50","0","0","0","24,82"
"25 sep 2025 22:32:34 UTC","25513120172","Bestelling","403-8414461-0649925","REV05240","Revell 05240 - Waker Kustwacht 1:200","1","amazon.nl","Verkoper","ALPHEN AAN DEN RIJN","","2403","30,12","0","0","0","6,33","0","-6,62","0","0","0","29,83"
"26 sep 2025 00:10:10 UTC","25513120172","Bestelling","408-4536697-1981938","REV01049","Revell Adventskalender Audi RS e-tron GT (easy-click) I Audi Adventskalender I Audi RS e-tron GT I Monteer in 24 dagen, geen lijm nodig, adventskalend","1","amazon.nl","Verkoper","ALBLASSERDAM","","2954","26,07","0","0","0","5,48","0","-5,72","0","0","0","25,83"
"26 sep 2025 10:48:11 UTC","25603282792","Bestelling","171-3161001-6655536","TAM74031-XS","Tamiya Decal Scissors","1","amazon.nl","Verkoper","Gouda","Zuid-Holland","2809","29,54","0","0","0","6,20","0","-6,48","0","0","0","29,26"
"26 sep 2025 14:49:14 UTC","25603282792","Bestelling","406-0561304-5861122","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","EINDHOVEN","","5629","51,73","0","0","0","10,86","0","-11,37","0","0","0","51,22"
"26 sep 2025 20:45:30 UTC","25603282792","Bestelling","402-8484033-9189962","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","Tilburg","","5032","50,98","0","0","0","10,71","0","-11,19","0","0","0","50,50"
"26 sep 2025 20:52:50 UTC","25603282792","Bestelling","408-5156356-1740323","CAR20062532","Carrera Go!!! Mario KartTM - P-Wing Set racebaan met Mario en Yoshi | 2 Slotcars incl. 2 handregelaars met turbo-knop | Actie rijke 4,9 m afstand incl","1","amazon.nl","Verkoper","Hoofddorp","Noord-holland","2133","54,67","0","0","0","11,48","0","-12,00","0","0","0","54,15"
"26 sep 2025 21:30:36 UTC","25603282792","Overboeking","","","Naar bankrekening die eindigt met: 796","","","","","","","0","0","0","0","0","0","0","0","0","-2.922,49","-2.922,49"
"26 sep 2025 22:57:39 UTC","25603282792","Bestelling","406-1151589-0002702","REV03859","Revell 03859 Horten Go229 A 1:48 Schaal Ongebouwd/Ongelakt Plastic Model Kit","1","amazon.nl","Verkoper","HOOFDDORP","","2134","23,11","0","0","0","4,85","0","-5,07","0","0","0","22,89"
"26 sep 2025 22:58:52 UTC","25603282792","Bestelling","406-8976270-0708328","REV39604b-XS","Revell Revell_29604 29604 Contacta Professional, lijm met fijne canule modelbouw- en knutselaccessoires, 25 g","1","amazon.nl","Verkoper","'S-GRAVENHAGE","","2585","8,75","0","0","0","1,84","0","-1,92","0","0","0","8,67"
"26 sep 2025 23:25:18 UTC","25603282792","Bestelling","408-8565951-0117147","TAM87182","Tamiya Extra Thin ""Quick Setting"" Plastikkleber 87182 40ml","1","amazon.nl","Verkoper","PAPENDRECHT","Zuid Holland","3356","12,50","0","0","0","2,63","0","-2,74","0","0","0","12,39"
"27 sep 2025 22:01:26 UTC","25603282792","Bestelling","171-7255590-9032352","TAM87012-XS","Tamiya 87012 Plastic Cement 20ml","1","amazon.nl","Verkoper","UTRECHT","","3541","11,27","0","0","0","2,37","0","-2,48","0","0","0","11,16"
"27 sep 2025 22:03:20 UTC","25603282792","Bestelling","408-4654699-0421922","FR67391-6","FRANZIS 67391 - McLaren Formula 1 Team Adventskalender","1","amazon.nl","Verkoper","VLAARDINGEN","Zuid-Holland","3131","57,56","0","0","0","12,09","0","-12,64","0","0","0","57,01"
"27 sep 2025 22:14:54 UTC","25603282792","Bestelling","402-5076323-1062712","REV39604b-XS","Revell Revell_29604 29604 Contacta Professional, lijm met fijne canule modelbouw- en knutselaccessoires, 25 g","1","amazon.nl","Verkoper","ASSEN","Nederland","9406","8,75","0","0","0","1,84","0","-1,93","0","0","0","8,66"
"27 sep 2025 22:15:33 UTC","25603282792","Bestelling","402-2107036-9827513","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","Bilthoven","","3723","10,30","0","0","0","2,16","0","-2,27","0","0","0","10,19"
"27 sep 2025 22:17:34 UTC","25603282792","Bestelling","405-3038699-9142753","REV39617","Revell Verfverwijderaar","1","amazon.nl","Verkoper","Assen","","9401","13,12","0","0","0","2,75","0","-2,88","0","0","0","12,99"
"29 sep 2025 21:03:23 UTC","25603282792","Bestelling","405-3258180-1145928","FR67391-6","FRANZIS 67391 - McLaren Formula 1 Team Adventskalender","1","amazon.nl","Verkoper","Grave","Nederland","5361","57,56","0","0","0","12,09","0","-12,64","0","0","0","57,01"
"29 sep 2025 21:25:57 UTC","25603282792","Bestelling","407-3040556-6554703","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","1","amazon.nl","Verkoper","Waddinxveen","Zuid-Holland","2741","10,30","0","0","0","2,16","0","-2,26","0","0","0","10,20"
"29 sep 2025 23:36:46 UTC","25603282792","Bestelling","402-1001144-6803528","ITA4708","Italeri 4708S Alfa Romeo 1:12 8C/2300 1931-33, modelbouw, bouwpakket, staande modelbouw, knutselen, hobby, lijmen, plastic bouwset, rood","2","amazon.nl","Verkoper","AMSTELVEEN","","1182","208,86","0","0","0","43,86","0","-45,86","0","0","0","206,86"
"30 sep 2025 09:09:34 UTC","25603282792","Bestelling","404-2190119-7133128","TAM35219","TAMIYA 35219 1:35 US Willys Jeep MB 4x4 (1), modelbouwset, plastic bouwpakket, bouwpakket voor montage, gedetailleerde replica","1","amazon.nl","Verkoper","DOETINCHEM","","7002","23,56","0","0","0","4,95","0","-5,18","0","0","0","23,33"
"30 sep 2025 15:16:36 UTC","25603282792","Bestelling","171-1875513-7842757","TAM87038","Tamiya Modelaccessoire: Extra Fluid Glue","2","amazon.nl","Verkoper","OOSTERHOUT NB","","4902","20,60","0","0","0","4,32","0","-4,53","0","0","0","20,39"
"30 sep 2025 15:24:01 UTC","25603282792","Bestelling","407-9666085-6101964","REV07713","Revell 07713 Trabant 601S ""Builder's Choice"" Schaal 1:24 Ongebouwd/Ongeschilderd Plastic Model Kit","1","amazon.nl","Verkoper","Bergen op Zoom","Brabant","4625","20,26","0","0","0","4,25","0","-4,46","0","0","0","20,05"
"30 sep 2025 19:33:19 UTC","25603282792","Bestelling","405-0176536-8281905","CAR20062574","Carrera - 20062574 - Carrera GO!!! Max Competition Racebaanset, racebaan met gelicentieerde slotcars, tot 2 spelers, voor kinderen vanaf 6 jaar en vol","1","amazon.nl","Verkoper","ALKMAAR","","1822","50,17","0","0","0","10,53","0","-11,03","0","0","0","49,67"
"30 sep 2025 21:16:24 UTC","25603282792","Bestelling","407-4569931-0399535","MRH-B-523","Mr. Super Clear UV Cut Flat Spray","1","amazon.nl","Verkoper","LEEUWARDEN","","8932","20,62","0","0","0","4,33","0","-4,53","0","0","0","20,42"
"30 sep 2025 21:44:24 UTC","25603282792","Bestelling","404-7296294-5583537","MIG0702-XS","AMMO OF MIG - Tracks Wash","1","amazon.nl","Verkoper","Weesp","","1383","13,18","0","0","0","2,77","0","-2,89","0","0","0","13,06"
"30 sep 2025 21:47:49 UTC","25603282792","Bestelling","407-2157347-0497935","CAR20023633","Carrera Full Speed 20023633 Racebaan, digitaal, premium, met Ghost- en Safety-Car-functies, tot 4 bestuurders tegelijkertijd, extra brede banen voor o","1","amazon.nl","Verkoper","zwolle","","8032","332,73","0","0","0","69,87","0","-73,07","0","0","0","329,53"
