"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"26 août 2025 16:41:03 UTC","25403267282","Commande","407-2583679-5587521","EXCE03001","Holland Animal Care Excellent Tapis de Fouille pour Chevaux 50 x 50 cm - Jouet et Tapis d'Alimentation pour Chevaux - Tapis de flairage Contre l'Ennui","1","amazon.fr","Amazon","EPREVILLE PRES LE NEUBOURG","","27110","","26,45","5,29","1,11","0,22","0","0","-1,11","-0,22","0","-5,76","-2,86","-0,18","0","22,94"
"26 août 2025 21:33:40 UTC","25403267282","Commande","406-1883881-9405123","COME041","Dog Comets Star Chaser Jouet pour chien Interactif, Jeu pour chien - 9 vitesses jusqu'à 50 km/h - Télécommande jusqu'à 50 m - Stimule l'instinct d","1","amazon.fr","Vendeur","Marseille","","13015","","145,83","29,17","0","0","0","0","0","0","0","-31,76","0","-0,64","0","142,60"
"26 août 2025 21:49:11 UTC","25403267282","Commande","407-0794292-3979512","DOGM0755","Excellent Dog Mobility Plus 750 grammes - Nourriture pour Chiens - pour Soutenir Les tendons, Les cartilages, Les ligaments et Les articulations - Fri","1","amazon.fr","Amazon","Castelnau d'Auzan Labarrère","","32440","","42,46","8,49","0","0","0","0","0","0","0","-9,24","-7,01","-0,32","0","34,38"
"27 août 2025 14:28:42 UTC","25403267282","Commande","406-2338648-0055550","EXCE03001","Holland Animal Care Excellent Tapis de Fouille pour Chevaux 50 x 50 cm - Jouet et Tapis d'Alimentation pour Chevaux - Tapis de flairage Contre l'Ennui","1","amazon.fr","Vendeur","Grane","","26400","","26,45","5,29","0","0","0","0","0","0","0","-5,76","0","-0,13","0","25,85"
"27 août 2025 20:26:24 UTC","25403267282","Commande","402-4521796-0377116","EATS005","Eat Slow Live Longer Gamelle Anti-Glouton L/XL Ø30 cm pour Chien - Slowfeeder Antidérapant - Idéal pour Grands Chiens - Gris","1","amazon.fr","Amazon","Menton","","06500","","17,46","3,49","0","0","0","0","0","0","0","-3,80","0","-0,08","0","17,07"
"27 août 2025 21:28:27 UTC","25403267282","Commande","403-3151384-0349926","MAXI5075","Hofman Maximus Power Play Ball Jouet pour cheval Jaune 75 cm","1","amazon.fr","Amazon","Moissac","","82200","","24,69","4,94","3,32","0,67","0","0","0","0","0","-5,37","-16,83","-0,45","0","10,97"
"27 août 2025 21:58:31 UTC","25403267282","Commande","407-8932901-4770733","AQUA0001","h2go AquaTrans Sac à Eau 80 l","2","amazon.fr","Amazon","St Yrieix la perche","","87500","","30,12","6,02","0","0","0","0","0","0","0","-6,56","-11,94","-0,38","0","17,26"
"27 août 2025 22:42:42 UTC","25403267282","Commande","404-5530638-4297160","JOLL036B","Jolly Pets Ballon de Foot de 15 cm","1","amazon.fr","Amazon","St Gibrien","","51510","","17,71","3,54","0","0","0","0","0","0","0","-3,86","-12,62","-0,32","0","4,45"
"28 août 2025 10:15:53 UTC","25403267282","Commande","402-4466849-4285955","POUL210","Excellent bloc de poules pondeuses - 10 kg - Bloc de pic - Stimule l'appétit et le comportement de picotement - Convient aux poules","1","amazon.fr","Vendeur","louvilliers les perche","","28250","","50,79","10,16","0","0","0","0","0","0","0","-11,06","0","-0,22","0","49,67"
"28 août 2025 12:06:32 UTC","25403267282","Commande","406-0692931-0409158","CHUC50933","Chuckit! Ultra Ball - Jouet en Caoutchouc pour Chien - Ultra rebondissante et Durable - avec Seau - Compatible avec Les lanceurs - Lot de 8 balles (M)","1","amazon.fr","Vendeur","mallemort","","13370","","28,44","5,69","0","0","0","0","0","0","0","-6,19","0","-0,12","0","27,82"
"28 août 2025 13:14:22 UTC","25403267282","Commande","406-3090612-6086755","JOLL037F","Jolly Pets Grand Ballon de Football Flottant rebondissant pour Chien, 20 cm de diamètre, Bleu océan","1","amazon.fr","Vendeur","PRADINES","","46090","","37,82","0","0","0","0","0","0","0","0","-8,24","0","-0,17","0","29,41"
"28 août 2025 17:39:07 UTC","25403267282","Commande","407-9157603-7420342","DRAGR57793","Dräger X-plore 3300 Masque de protection respiratoire adapté aux peintures solvants, époxy résine, poussières, demi-masque peinture avec 2 cartou","1","amazon.fr","Amazon","Ste Croix Aux Mines","","68160","","39,05","7,81","0","0","0","0","0","0","0","-8,51","-7,59","-0,33","0","30,43"
"28 août 2025 20:48:52 UTC","25403267282","Commande","403-0907462-6529148","JOLL036B","Jolly Pets Ballon de Foot de 15 cm","1","amazon.fr","Amazon","Châtellerault","","86100","","17,71","3,54","0,83","0,17","0","0","-0,83","-0,17","0","-3,86","-12,62","-0,33","0","4,44"
"28 août 2025 22:13:14 UTC","25403267282","Commande","405-7373788-7881942","CHUC50933","Chuckit! Ultra Ball - Jouet en Caoutchouc pour Chien - Ultra rebondissante et Durable - avec Seau - Compatible avec Les lanceurs - Lot de 8 balles (M)","1","amazon.fr","Amazon","La Roquette-sur-Siagne","","06550","","28,27","5,66","0","0","0","0","0","0","0","-6,16","-8,60","-0,29","0","18,88"
"28 août 2025 23:22:24 UTC","25403267282","Commande","404-1792377-5776322","JOLL036B","Jolly Pets Ballon de Foot de 15 cm","1","amazon.fr","Amazon","Mirefleurs","","63730","","17,71","3,54","0","0","0","0","0","0","0","-3,86","-12,62","-0,33","0","4,44"
"29 août 2025 11:51:13 UTC","25403267282","Commande","402-8818951-2482707","LAXP008","LAX Wiesenprodukte Bâtonnets croustillants pour chevaux 3 kg - Collations de nourriture grossière sans céréales et sans mélasse, avec foin et lé","1","amazon.fr","Vendeur","Sucy en Brie","","94370","","33,15","6,63","0","0","0","0","0","0","0","-7,22","0","-0,14","0","32,42"
"29 août 2025 22:16:58 UTC","25403267282","Commande","402-2061978-2828306","BIRC05001","Birchmeier Laiton Extension 100 cm","1","amazon.fr","Vendeur","Agny","","62217","","52,46","10,49","0","0","0","0","0","0","0","-11,42","0","-0,22","0","51,31"
"29 août 2025 22:20:53 UTC","25403267282","Commande","402-4247391-7324363","JOLL036B","Jolly Pets Ballon de Foot de 15 cm","1","amazon.fr","Vendeur","Flourens","","31130","","17,71","3,54","0","0","0","0","0","0","0","-3,86","0","-0,07","0","17,32"
"29 août 2025 22:28:38 UTC","25403267282","Commande","171-6792916-9656355","DRAGR57793","Dräger X-plore 3300 Masque de protection respiratoire adapté aux peintures solvants, époxy résine, poussières, demi-masque peinture avec 2 cartou","1","amazon.fr","Vendeur","St Savin","","33920","","57,84","0","0","0","0","0","0","0","0","-10,51","0","0","0","47,33"
"30 août 2025 21:55:02 UTC","25403267282","Commande","402-5659512-2941143","JOLL036B","Jolly Pets Ballon de Foot de 15 cm","1","amazon.fr","Amazon","Melz sur seine","","77171","","17,71","3,54","0","0","0","0","0","0","0","-3,86","-12,62","-0,33","0","4,44"
"30 août 2025 22:19:18 UTC","25403267282","Commande","406-9727970-5306744","LIJM014","Lijmplaat Pestwest Chameleon per 6 pièces","1","amazon.fr","Vendeur","Bordeaux","","33000","","15,79","0","0","0","0","0","0","0","0","-2,75","0","-0,07","0","12,97"
"30 août 2025 22:34:50 UTC","25403267282","Commande","404-0788052-9404302","LIJM007","Knock Off Plaque de Colle Insecto-O-Cutor Pluslight 30 pour 6 pièces","1","amazon.fr","Amazon","sizun","","29450","","13,12","2,62","0","0","0","0","0","0","0","-2,85","-7,60","-0,22","0","5,07"
"31 août 2025 18:31:21 UTC","25403267282","Commingling VAT","20295442862","B001IWOOGK","EXCELLENT Suministros Para La Alimentación Cubo De Acero Inoxidable 8.5 L","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-4,45","-4,45"
