"Einschließlich Transaktionen zu Amazon Marketplace, Versand durch Amazon und Amazon Webstore"
"Alle Beträge in Euro sofern nicht anders gekennzeichnet"
"Definitionen:"
"Eingezogene Umsatzsteuer: Einschließlich von Käufern eingezogene Umsatzsteuer für Produktverkäufe, Versand und Geschenkverpackung."
"Verkaufsgebühren: Beinhaltet variable Abschlussgebühren und Werbekostenerstattungen."
"Andere Transaktionsgebühren: Einschließlich Ausgleichsbuchungen für Versand und Versandgebühren."
"Andere: Enthält Beträge zu Transaktionen, die nicht auf eine Bestellung bezogen sind. Weitere Details finden Sie zu jeder Bestellung in den Spalten ""Typ"" und ""Beschreibung""."
"Datum/Uhrzeit","Abrechnungsnummer","Typ","Bestellnummer","SKU","Beschreibung","Menge","Marketplace","Versand","Ort der Bestellung","Bundesland","Postleitzahl","Steuererhebungsmodell","Umsätze","Produktumsatzsteuer","Gutschrift für Versandkosten","Steuer auf Versandgutschrift","Gutschrift für Geschenkverpackung","Steuer auf Geschenkverpackungsgutschriften","Rabatte aus Werbeaktionen","Steuer auf Aktionsrabatte","Einbehaltene Steuer auf Marketplace","Verkaufsgebühren","Gebühren zu Versand durch Amazon","Andere Transaktionsgebühren","Andere","Gesamt"
"01.09.2025 13:56:05 UTC","25367472782","Bestellung","302-4310254-5797940","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Zandt","","93499","","159,00","0","0","0","0","0","0","0","0","-28,85","0","0","0","130,15"
"02.09.2025 00:22:27 UTC","25367472782","Bestellung","303-9468260-7988301","360853V07CT","Campout Campingtisch 100 x 72 x 70 cm - Klappbarer Gartentisch - Klapptisch - 3-Fach Höhenverstellbar - Griff inklusive - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Bergisch Gladbach","","51427","","139,00","0","0","0","0","0","0","0","0","-25,23","0","0","0","113,77"
"02.09.2025 03:59:20 UTC","25367472782","Servicegebühr","","","Werbekosten","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","-477,74","0","-477,74"
"02.09.2025 07:57:48 UTC","25367472782","Bestellung","306-4771833-3345942","368300CT","Campout Aufblasbares Tunnelzelt - 455 x 270 cm - Familienzelt für 4 Personen - Abgedunkelte Schlafkabinen - TPU-Schläuche - Wasserdichtes Zelt - Bel","1","amazon.de","Verkäufer","Preetz","","24211","","369,00","0","0","0","0","0","0","0","0","-66,97","0","0","0","302,03"
"02.09.2025 14:18:11 UTC","25367472782","Bestellung","302-6211573-9809120","360854V01CT","Campout Küchenzeile - 100 x 49 x 82,5 cm - Faltbare Campingküche - Outdoor Küche - Zusammenklappbare Campingschrank - Klappbar mit Stauraum - Platz","1","amazon.de","Verkäufer","Köln","","51107","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"02.09.2025 16:20:54 UTC","25367472782","Bestellung","306-2488424-8604312","360854V01CT","Campout Küchenzeile - 100 x 49 x 82,5 cm - Faltbare Campingküche - Outdoor Küche - Zusammenklappbare Campingschrank - Klappbar mit Stauraum - Platz","1","amazon.de","Verkäufer","Lich","Hessen","35423","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"02.09.2025 17:05:19 UTC","25367472782","Bestellung","304-0252924-0948339","360853V07CT","Campout Campingtisch 100 x 72 x 70 cm - Klappbarer Gartentisch - Klapptisch - 3-Fach Höhenverstellbar - Griff inklusive - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Zeitz","","06712","","139,00","0","0","0","0","0","0","0","0","-25,23","0","0","0","113,77"
"02.09.2025 17:40:56 UTC","25367472782","Erstattung","306-3840234-3198742","360854V01CT","Campout Küchenzeile - 100 x 49 x 82,5 cm - Faltbare Campingküche - Outdoor Küche - Zusammenklappbare Campingschrank - Klappbar mit Stauraum - Platz","1","amazon.de","Verkäufer","Stegen","Baden-Württemberg","79252","","-159,00","0","0","0","0","0","0","0","0","23,09","0","0","0","-135,91"
"02.09.2025 18:03:18 UTC","25367472782","Bestellung","303-4296122-5103544","360854V01CT","Campout Küchenzeile - 100 x 49 x 82,5 cm - Faltbare Campingküche - Outdoor Küche - Zusammenklappbare Campingschrank - Klappbar mit Stauraum - Platz","1","amazon.de","Verkäufer","Bonn","","53119","","159,00","0","0","0","0","0","0","0","0","-28,86","0","0","0","130,14"
"02.09.2025 19:50:26 UTC","25367472782","Bestellung","306-9318479-6434749","360853V08CT","Campout Campingtisch - 120 x 70 x 70 cm - Gartentisch - Klappbarer Campingtisch - Klapptisch - 3-Fach Höhenverstellbar - Inkl. Tragetasche - Bambus","1","amazon.de","Verkäufer","Calden","","34379","","159,00","0","0","0","0","0","0","0","0","-28,85","0","0","0","130,15"
